CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HY319580,6/27/2015 13:00,061XX N GLENWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,2433,48,14,1165869,1940708,41.99289131,-87.66523239,"(41.99289131084855, -87.66523239414744)"
HY320219,6/27/2015 17:00,017XX W WALLEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,40,14,1163481,1944220,42.00257912,-87.6739168,"(42.00257912131114, -87.67391680469896)"
HY318444,6/27/2015 18:25,012XX W BRYN MAWR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,2013,48,14,1166871,1937330,41.98360048,-87.66164415,"(41.98360048435888, -87.6616441477183)"
HY318473,6/27/2015 18:56,060XX N BROADWAY,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,2433,48,6,1167213,1940125,41.99126267,-87.66030556,"(41.99126266683857, -87.6603055579627)"
HY321020,6/27/2015 20:00,016XX W FARWELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2431,49,14,1164305,1945693,42.00660361,-87.67084345,"(42.00660361193678, -87.67084345392317)"
HY320235,6/27/2015 20:00,068XX N ASHLAND BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2431,49,14,1164540,1945588,42.0063105,-87.66998185,"(42.00631049651311, -87.66998184999511)"
HY318598,6/27/2015 20:30,064XX N SHERIDAN RD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,N,N,2432,40,10,1167078,1943422,42.00031261,-87.66070686,"(42.00031261395024, -87.66070686206572)"
HY318707,6/27/2015 21:25,066XX N CLARK ST,2022,NARCOTICS,POSS: COCAINE,STREET,Y,N,2432,49,18,1163929,1944336,42.00288795,-87.67226536,"(42.00288794833039, -87.67226535943246)"
HY319048,6/28/2015 3:00,012XX W PRATT BLVD,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2432,49,5,1166790,1945321,42.00552971,-87.66171155,"(42.00552970746442, -87.66171154665139)"
HY323388,6/28/2015 3:22,062XX N BROADWAY,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,BAR OR TAVERN,N,N,2433,48,26,1167171,1941496,41.99502563,-87.66042042,"(41.995025626612, -87.66042041760952)"
HY319152,6/28/2015 10:00,024XX W ALBION AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2412,50,6,1158651,1943731,42.00133799,-87.69169946,"(42.001337989223806, -87.69169945633404)"
HY320540,6/28/2015 10:00,066XX N GREENVIEW AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,2432,40,26,1165066,1944257,42.002647,-87.66808468,"(42.00264700499008, -87.66808468323181)"
HY319292,6/28/2015 11:45,024XX W FARWELL AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,2411,50,5,1158796,1945399,42.00591205,-87.69111999,"(42.00591205477763, -87.69111999499297)"
HY319374,6/28/2015 13:20,069XX N ASHLAND BLVD,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,N,N,2431,49,04B,1164517,1946293,42.00824552,-87.67004637,"(42.00824552000439, -87.67004637403211)"
HY321884,6/28/2015 14:00,012XX W GREENLEAF AVE,610,BURGLARY,FORCIBLE ENTRY,PARK PROPERTY,N,N,2423,49,5,1166921,1947102,42.01041398,-87.66117814,"(42.01041397777368, -87.6611781432791)"
HY319470,6/28/2015 14:48,064XX N BELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2412,50,08B,1160143,1942623,41.99826679,-87.68624142,"(41.99826678881001, -87.6862414225817)"
HY319746,6/28/2015 19:00,015XX W LUNT AVE,460,BATTERY,SIMPLE,SIDEWALK,N,N,2431,49,08B,1164950,1946600,42.00907872,-87.66844449,"(42.00907871715468, -87.66844449469681)"
HY320327,6/28/2015 20:30,058XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2022,48,14,1168188,1938974,41.98808322,-87.65675272,"(41.98808321584619, -87.65675271710454)"
HY319884,6/28/2015 21:12,020XX W FARWELL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2411,50,18,1161012,1945591,42.00639301,-87.68296173,"(42.00639300506186, -87.68296172534282)"
HY380812,6/29/2015 0:00,057XX N SHERIDAN RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2022,48,11,1168598,1938218,41.98599984,-87.65526673,"(41.98599983742586, -87.65526672745462)"
HY320438,6/29/2015 10:00,012XX W LOYOLA AVE,820,THEFT,$500 AND UNDER,CTA TRAIN,Y,Y,2432,40,6,1166927,1943695,42.00106498,-87.66125447,"(42.00106498472916, -87.66125447283528)"
HY321060,6/29/2015 17:15,021XX W PETERSON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,2413,40,6,1160994,1939841,41.9906152,-87.68318858,"(41.9906151964301, -87.68318857654705)"
HY321068,6/29/2015 17:30,023XX W MORSE AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,2411,50,3,1159423,1945868,42.00718608,-87.6888002,"(42.00718607621186, -87.68880020190466)"
HY321155,6/29/2015 18:50,011XX W MORSE AVE,560,ASSAULT,SIMPLE,PARK PROPERTY,N,N,2431,49,08A,1167274,1946228,42.0080081,-87.65990463,"(42.008008096741484, -87.659904629567)"
HY353797,6/30/2015 10:00,011XX W GRANVILLE AVE,820,THEFT,$500 AND UNDER,RESTAURANT,N,N,2433,48,6,1167594,1941333,41.99456922,-87.65886915,"(41.99456921953395, -87.65886915083388)"
HY322338,6/30/2015 10:00,016XX W ROSEHILL DR,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,2012,40,5,1164489,1938457,41.98674393,-87.67037261,"(41.98674393229954, -87.67037260887622)"
HY330888,6/30/2015 10:00,067XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2432,49,08B,1167034,1944763,42.00399329,-87.66082998,"(42.00399329029794, -87.66082997958782)"
HY321845,6/30/2015 10:45,064XX N HOYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2412,50,08B,1161131,1942800,41.99873194,-87.68260195,"(41.99873193665131, -87.682601951735)"
HY343247,6/30/2015 14:00,010XX W BRYN MAWR AVE,890,THEFT,FROM BUILDING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,N,N,2022,48,6,1168358,1937375,41.98369184,-87.65617395,"(41.983691836080155, -87.65617394639244)"
HY323178,6/30/2015 16:00,058XX N WESTERN AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2012,40,6,1159270,1938608,41.98726753,-87.68956393,"(41.98726753404519, -87.68956393475813)"
HY322388,6/30/2015 17:27,061XX N SEELEY AVE,560,ASSAULT,SIMPLE,APARTMENT,N,Y,2413,40,08A,1161552,1940618,41.99273567,-87.68111436,"(41.992735668459694, -87.68111436071601)"
HY322484,6/30/2015 17:58,070XX N CLARK ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,N,N,2424,49,04A,1163431,1946667,42.0092948,-87.67403142,"(42.00929480322453, -87.67403142431475)"
HY323575,6/30/2015 20:00,020XX W ARTHUR AVE,820,THEFT,$500 AND UNDER,ALLEY,N,N,2412,50,6,1161335,1943147,41.99967986,-87.68184179,"(41.99967985874211, -87.68184178601172)"
HY322713,6/30/2015 21:15,011XX W THORNDALE AVE,460,BATTERY,SIMPLE,CTA STATION,Y,N,2433,48,08B,1167594,1939683,41.99004158,-87.65891695,"(41.99004158404307, -87.65891694983578)"
HY322848,7/1/2015 0:20,069XX N SHERIDAN RD,460,BATTERY,SIMPLE,STREET,N,N,2431,49,08B,1166730,1946444,42.00861253,-87.66189989,"(42.008612528935544, -87.66189988753626)"
HY323193,7/1/2015 3:00,069XX N ASHLAND BLVD,460,BATTERY,SIMPLE,APARTMENT,N,N,2431,49,08B,1164531,1945882,42.00711743,-87.67000658,"(42.007117429984135, -87.67000658131983)"
HY323582,7/1/2015 4:00,069XX N ASHLAND BLVD,460,BATTERY,SIMPLE,APARTMENT,N,N,2431,49,08B,1164531,1945882,42.00711743,-87.67000658,"(42.007117429984135, -87.67000658131983)"
HY323280,7/1/2015 12:30,059XX N RIDGE AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,CAR WASH,N,N,2012,40,26,1164443,1939628,41.98995817,-87.67050846,"(41.98995816829361, -87.67050846342556)"
HY323612,7/1/2015 15:45,015XX W GLENLAKE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,48,08B,1164897,1940601,41.99261845,-87.6688108,"(41.99261845298638, -87.66881079994678)"
HY323651,7/1/2015 15:48,062XX N BELL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,Y,N,2413,50,18,1160180,1941588,41.99542595,-87.68613409,"(41.99542594585075, -87.68613408910197)"
HY324738,7/1/2015 17:00,063XX N LAKEWOOD AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,N,2433,40,6,1166468,1942199,41.9969698,-87.66298613,"(41.99696980390099, -87.66298613382966)"
HY323963,7/1/2015 20:13,057XX N BROADWAY,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,Y,N,2022,48,6,1167270,1938303,41.98626183,-87.66014858,"(41.98626182587329, -87.66014857690574)"
HY324349,7/1/2015 20:15,010XX W BRYN MAWR AVE,620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,N,N,2023,48,5,1168086,1937366,41.98367304,-87.65717457,"(41.983673036410245, -87.65717457134542)"
HY324316,7/1/2015 21:30,058XX N KENMORE AVE,820,THEFT,$500 AND UNDER,OTHER,N,N,2022,48,6,1168183,1939143,41.98854706,-87.6567662,"(41.98854706398923, -87.65676619689515)"
HY324146,7/1/2015 22:30,065XX N ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,CHA PARKING LOT/GROUNDS,N,N,2432,40,26,1164423,1943606,42.00087433,-87.67046876,"(42.00087433057209, -87.67046876308531)"
HY324227,7/2/2015 0:00,056XX N SHERIDAN RD,890,THEFT,FROM BUILDING,APARTMENT,N,N,2022,48,6,1168616,1937674,41.9845067,-87.65521637,"(41.98450669795885, -87.65521636591366)"
HY324186,7/2/2015 1:07,012XX W PRATT BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,2431,49,26,1166820,1945321,42.00552906,-87.66160117,"(42.00552906162687, -87.66160117459457)"
HY324270,7/2/2015 4:24,011XX W SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,COLLEGE/UNIVERSITY GROUNDS,N,N,2432,49,14,1167516,1942657,41.99820399,-87.65911772,"(41.99820398703436, -87.65911772209407)"
HY325095,7/2/2015 8:00,058XX N CLARK ST,810,THEFT,OVER $500,PARK PROPERTY,N,N,2012,40,6,1164702,1938505,41.98687112,-87.66958783,"(41.98687111876199, -87.66958782818793)"
HY325990,7/2/2015 12:52,064XX N SHERIDAN RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,N,N,2432,49,11,1167277,1942715,41.9983683,-87.65999524,"(41.99836830067646, -87.65999524047622)"
HY324769,7/2/2015 14:00,064XX N HAMILTON AVE,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,N,2412,50,08A,1160803,1942716,41.99850827,-87.68381091,"(41.99850827167603, -87.68381090712872)"
HY325313,7/2/2015 19:00,011XX W ROSEMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2433,48,14,1167506,1941995,41.99638766,-87.65917368,"(41.9963876623349, -87.65917368172587)"
HY325519,7/3/2015 0:15,010XX W HOLLYWOOD AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,Y,N,2022,48,26,1168104,1938032,41.98550017,-87.65708903,"(41.98550016658219, -87.65708903131512)"
HY325520,7/3/2015 0:52,060XX N KENMORE AVE,460,BATTERY,SIMPLE,RESIDENCE,Y,N,2433,48,08B,1168150,1940224,41.99151407,-87.65685617,"(41.99151406648007, -87.65685616683585)"
HY325565,7/3/2015 2:36,061XX N SEELEY AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,2413,40,3,1161557,1940410,41.9921648,-87.6811018,"(41.9921648049365, -87.68110179620366)"
HY326042,7/3/2015 7:00,064XX N LAKEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2432,40,14,1166433,1942896,41.99888314,-87.66309481,"(41.99888313845665, -87.66309481468785)"
HY325740,7/3/2015 7:00,064XX N NEWGARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,2432,40,26,1165435,1942866,41.9988222,-87.66676701,"(41.99882219518665, -87.6667670052265)"
HY325756,7/3/2015 9:46,014XX W MORSE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,2431,49,6,1165396,1946171,42.00789202,-87.66681583,"(42.00789201655123, -87.66681582586406)"
HY325752,7/3/2015 10:00,056XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,N,N,2012,40,08B,1164914,1937412,41.98386738,-87.66883928,"(41.983867382467785, -87.6688392817034)"
HY325795,7/3/2015 10:13,067XX N SHERIDAN RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,N,2432,49,26,1167020,1945134,42.00501162,-87.66087076,"(42.00501162226357, -87.66087076478607)"
HY325971,7/3/2015 11:14,021XX W ROSEMONT AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,2413,50,15,1160705,1941804,41.99600775,-87.68419685,"(41.996007752750636, -87.684196851385)"
HY326906,7/3/2015 12:45,021XX W Arthur Ave,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,2412,50,6,1160920,1943134,41.99965284,-87.68336883,"(41.99965284081547, -87.68336882920971)"
HY326091,7/3/2015 14:50,064XX N CLARK ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2432,40,18,1164344,1942774,41.99859298,-87.67078307,"(41.998592979982504, -87.67078307283187)"
HY331175,7/3/2015 15:30,011XX W GRANVILLE AVE,820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,2433,48,6,1167543,1941332,41.99456758,-87.65905678,"(41.99456757760768, -87.65905677999753)"
HY327118,7/3/2015 16:00,060XX N WINTHROP AVE,810,THEFT,OVER $500,OTHER,N,N,2433,48,6,1167769,1940194,41.99144,-87.65825845,"(41.99143999580806, -87.6582584531955)"
HY338884,7/3/2015 16:45,012XX W MORSE AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER,N,N,2431,49,17,1166509,1946205,42.00796146,-87.66271989,"(42.00796146245958, -87.6627198893081)"
HY326531,7/3/2015 20:15,020XX W ARTHUR AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2412,50,08B,1161570,1943154,41.99969416,-87.68097708,"(41.99969415721898, -87.6809770844746)"
HY326587,7/3/2015 20:30,070XX N CLARK ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,N,N,2423,49,3,1163410,1946782,42.00961081,-87.67410543,"(42.0096108094929, -87.67410543125037)"
HY326514,7/3/2015 20:31,065XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY GROUNDS,Y,N,2432,49,26,1167070,1943729,42.0011552,-87.66072742,"(42.0011552000767, -87.66072742031963)"
HY326620,7/3/2015 23:10,013XX W GREENLEAF AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2423,49,08B,1166044,1947079,42.01036972,-87.6644056,"(42.010369715256225, -87.6644055957312)"
HY334308,7/4/2015 0:00,013XX W GREENLEAF AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2423,49,14,1166090,1947080,42.01037147,-87.66423632,"(42.010371472824524, -87.6642363168991)"
HY326727,7/4/2015 0:24,011XX W PRATT BLVD,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2431,49,5,1167304,1945335,42.00555704,-87.6598201,"(42.0055570436682, -87.65982010071349)"
HY326741,7/4/2015 0:41,068XX N RIDGE BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,N,N,2424,49,15,1161730,1945290,42.00555206,-87.68032855,"(42.0055520555583, -87.68032855470788)"
HY327030,7/4/2015 3:00,064XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2412,50,14,1161794,1942793,41.99869888,-87.68016318,"(41.998698876397874, -87.68016317585898)"
HY329792,7/4/2015 4:00,018XX W LUNT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2424,49,08B,1162754,1946533,42.00894138,-87.67652609,"(42.008941384009546, -87.67652609038869)"
HY326844,7/4/2015 4:20,017XX W GREENLEAF AVE,460,BATTERY,SIMPLE,SIDEWALK,N,N,2423,49,08B,1163483,1946999,42.01020472,-87.67383069,"(42.010204719292524, -87.67383069057648)"
HY327224,7/4/2015 13:29,013XX W MORSE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,Y,N,2431,49,18,1165820,1946185,42.00792136,-87.66525544,"(42.00792136406235, -87.66525543982972)"
HY327291,7/4/2015 14:09,067XX N SHERIDAN RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2432,49,18,1167034,1944768,42.00400701,-87.66082984,"(42.0040070103829, -87.6608298350991)"
HY328952,7/4/2015 16:00,019XX W DEVON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2412,50,7,1162192,1942513,41.99792221,-87.67870693,"(41.99792220780725, -87.67870693276163)"
HY327352,7/4/2015 16:11,010XX W BRYN MAWR AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,2023,48,08A,1168311,1937373,41.98368737,-87.65634686,"(41.983687367544206, -87.65634686146392)"
HY327401,7/4/2015 16:57,064XX N DAMEN AVE,460,BATTERY,SIMPLE,STREET,N,N,2412,50,08B,1161792,1942861,41.99888551,-87.68016863,"(41.99888551231722, -87.6801686250463)"
HY327552,7/4/2015 19:45,066XX N ARTESIAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2412,50,08B,1158782,1943962,42.00196917,-87.69121115,"(42.00196916645773, -87.69121115384779)"
HY327775,7/4/2015 21:56,068XX N RIDGE BLVD,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,ALLEY,Y,N,2424,49,15,1161731,1945285,42.00553831,-87.68032502,"(42.00553831449339, -87.68032501593207)"
HY330035,7/4/2015 23:45,012XX W LUNT AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,N,N,2431,49,04A,1166462,1946645,42.00916984,-87.66288013,"(42.00916983960854, -87.66288013400553)"
HY330550,7/5/2015 1:00,011XX W ALBION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,49,14,1167433,1944248,42.00257151,-87.65937698,"(42.002571512454644, -87.65937698138744)"
HY327957,7/5/2015 1:10,017XX W LUNT AVE,2027,NARCOTICS,POSS: CRACK,STREET,Y,N,2423,49,18,1163731,1946563,42.00900308,-87.67293059,"(42.009003079855916, -87.67293058789059)"
HY327974,7/5/2015 1:26,062XX N HOYNE AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,PARKING LOT/GARAGE(NON.RESID.),Y,N,2413,50,08B,1161192,1941365,41.99479298,-87.68241768,"(41.99479297782282, -87.68241767971551)"
HY328151,7/5/2015 4:50,064XX N CLARK ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,VEHICLE-COMMERCIAL,Y,N,2432,40,11,1164254,1943116,41.99953335,-87.67110442,"(41.9995333470239, -87.67110442338642)"
HY328157,7/5/2015 5:00,017XX W NORTH SHORE AVE,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,N,2432,49,08B,1163655,1944557,42.00350018,-87.67326712,"(42.003500178471086, -87.67326711675597)"
HY330536,7/5/2015 10:00,067XX N SHERIDAN RD,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESTAURANT,N,N,2432,49,2,1167023,1945080,42.00486338,-87.66086129,"(42.00486338071014, -87.66086128813)"
HY328371,7/5/2015 10:12,062XX N HOYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2413,50,08B,1161188,1941457,41.99504551,-87.68242982,"(41.995045512320324, -87.68242982119608)"
HY328884,7/5/2015 12:00,017XX W WALLEN AVE,810,THEFT,OVER $500,APARTMENT,N,N,2432,40,6,1163520,1944222,42.00258379,-87.67377327,"(42.0025837850539, -87.67377327061888)"
HY328620,7/5/2015 12:30,061XX N BROADWAY,890,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,2433,48,6,1167199,1940579,41.99250875,-87.66034393,"(41.99250875497136, -87.66034393005025)"
HY329961,7/5/2015 14:00,011XX W ALBION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,49,14,1167487,1944250,42.00257583,-87.65917826,"(42.00257583393005, -87.65917826305113)"
HY328694,7/5/2015 14:38,021XX W ARTHUR AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,APARTMENT,Y,N,2412,50,24,1160979,1943136,41.9996571,-87.68315173,"(41.99965709972141, -87.68315172732459)"
HY334826,7/5/2015 15:00,019XX W ESTES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2424,49,11,1162144,1947401,42.01133602,-87.67874603,"(42.011336017075514, -87.67874602979951)"
HY331329,7/5/2015 21:00,010XX W LOYOLA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,49,14,1167976,1943890,42.00157741,-87.65738974,"(42.00157740869503, -87.657389738903)"
HY329250,7/5/2015 22:46,061XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,CAR WASH,Y,N,2433,48,14,1167184,1941070,41.99385639,-87.66038491,"(41.993856393196815, -87.66038491216631)"
HY329294,7/5/2015 23:20,070XX N SHERIDAN RD,320,ROBBERY,STRONGARM - NO WEAPON,STREET,Y,N,2423,49,3,1166600,1946961,42.01003398,-87.66236328,"(42.01003398163234, -87.66236328091587)"
HY329265,7/5/2015 23:30,011XX W MORSE AVE,460,BATTERY,SIMPLE,STREET,N,Y,2431,49,08B,1167274,1946228,42.0080081,-87.65990463,"(42.008008096741484, -87.659904629567)"
HY329944,7/6/2015 0:01,020XX W PRATT BLVD,810,THEFT,OVER $500,STREET,N,N,2411,50,6,1161461,1945155,42.00518724,-87.68132201,"(42.005187237585965, -87.68132201089796)"
HY330431,7/6/2015 1:00,017XX W ALBION AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,2432,40,5,1163667,1943894,42.00168064,-87.67324177,"(42.00168063629924, -87.6732417741834)"
HY329549,7/6/2015 1:00,011XX W ALBION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,49,14,1167397,1944247,42.00256955,-87.65950945,"(42.002569545952106, -87.65950945061485)"
HY329507,7/6/2015 2:00,068XX N WOLCOTT AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,2424,49,6,1162378,1945312,42.00559884,-87.67794389,"(42.00559883706036, -87.67794388964829)"
HY329390,7/6/2015 3:35,011XX W MORSE AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2431,49,5,1167129,1946224,42.00800025,-87.66043823,"(42.00800024928029, -87.66043823074165)"
HY329394,7/6/2015 3:50,060XX N DAMEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2413,40,08B,1161902,1940048,41.99116425,-87.67984294,"(41.99116424753759, -87.67984293927586)"
HY340400,7/6/2015 9:00,019XX W PRATT BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2424,49,11,1162187,1945180,42.00524064,-87.67865031,"(42.00524063558344, -87.67865030852029)"
HY330972,7/6/2015 10:30,018XX W FARWELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2424,49,08B,1162794,1945648,42.00651208,-87.67640391,"(42.00651208068153, -87.67640390534638)"
HY329660,7/6/2015 10:45,057XX N SHERIDAN RD,460,BATTERY,SIMPLE,APARTMENT,N,N,2022,48,08B,1168592,1938386,41.98646096,-87.6552839,"(41.98646096353097, -87.65528390329838)"
HY330383,7/6/2015 12:00,020XX W ARTHUR AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2412,50,5,1161306,1943146,41.99967772,-87.6819485,"(41.99967772014225, -87.6819484976507)"
HY329955,7/6/2015 14:00,068XX N GREENVIEW AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2431,49,6,1165135,1945445,42.00590543,-87.66779686,"(42.0059054302598, -87.66779686429595)"
HY330064,7/6/2015 14:30,061XX N BROADWAY,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2433,48,6,1167183,1941083,41.99389209,-87.66038821,"(41.993892087041395, -87.66038821477768)"
HY330082,7/6/2015 15:25,018XX W LUNT AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,Y,N,2424,49,24,1162798,1946534,42.0089432,-87.67636417,"(42.00894320159859, -87.67636417400243)"
HY330301,7/6/2015 16:35,070XX N WESTERN AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,Y,N,2411,50,18,1159043,1946620,42.00925743,-87.69017751,"(42.00925742939519, -87.69017750657787)"
HY331504,7/6/2015 16:50,014XX W VICTORIA ST,560,ASSAULT,SIMPLE,APARTMENT,N,N,2013,48,08A,1165464,1938624,41.98718142,-87.66678179,"(41.987181419179315, -87.66678178694154)"
HY330237,7/6/2015 16:50,060XX N BROADWAY,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,2433,48,6,1167213,1940125,41.99126267,-87.66030556,"(41.99126266683857, -87.6603055579627)"
HY359178,7/6/2015 17:00,070XX N SHERIDAN RD,810,THEFT,OVER $500,RESIDENCE,N,N,2423,49,6,1166635,1946821,42.00964907,-87.66223854,"(42.00964906671335, -87.66223854246427)"
HY330553,7/6/2015 19:44,062XX N CLARK ST,1585,SEX OFFENSE,OTHER,SIDEWALK,N,N,2433,40,17,1164509,1941822,41.99597716,-87.67020321,"(41.995977162773286, -87.67020321276928)"
HY330710,7/6/2015 23:12,064XX N NEWGARD AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,N,N,2432,40,3,1165436,1942825,41.99870967,-87.6667645,"(41.998709668889134, -87.66676450067855)"
HY333160,7/7/2015 0:01,057XX N RIDGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,2013,48,14,1166043,1938357,41.98643638,-87.66465988,"(41.986436378921084, -87.66465988363275)"
